trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
541,FALSE,"{'a': 0.001, 'e': 0.8577086813638242}",20,10,-47.07703436,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
542,FALSE,"{'a': 0.001, 'e': 0.8571941166035554}",25,0,-128.9820699,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
543,FALSE,"{'a': 0.001, 'e': 0.8566786946492415}",20,0,-83.73329952,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
544,FALSE,"{'a': 0.001, 'e': 0.8561624160163044}",25,0,-39.5849277,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
545,FALSE,"{'a': 0.001, 'e': 0.8556452812210225}",20,0,-127.5216843,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
546,FALSE,"{'a': 0.001, 'e': 0.8551272907805307}",20,0,-99.51692359,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
547,FALSE,"{'a': 0.001, 'e': 0.8546084452128195}",20,0,-66.25149144,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
548,FALSE,"{'a': 0.001, 'e': 0.8540887450367343}",20,0,-45.84402747,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
549,FALSE,"{'a': 0.001, 'e': 0.8535681907719751}",20,0,-151.8093423,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
550,FALSE,"{'a': 0.001, 'e': 0.8530467829390963}",20,0,-61.51500111,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
551,FALSE,"{'a': 0.001, 'e': 0.8525245220595057}",20,0,-94.55776385,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
552,FALSE,"{'a': 0.001, 'e': 0.852001408655464}",20,0,-67.29964771,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
553,FALSE,"{'a': 0.001, 'e': 0.8514774432500848}",25,0,-104.1738652,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
554,FALSE,"{'a': 0.001, 'e': 0.8509526263673333}",20,0,-112.4276422,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
555,FALSE,"{'a': 0.001, 'e': 0.8504269585320262}",25,0,-82.78381233,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
556,FALSE,"{'a': 0.001, 'e': 0.8499004402698315}",20,0,-58.78424788,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
557,FALSE,"{'a': 0.001, 'e': 0.8493730721072673}",25,0,-40.55439783,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
558,FALSE,"{'a': 0.001, 'e': 0.8488448545717019}",25,0,-63.92612512,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
559,FALSE,"{'a': 0.001, 'e': 0.8483157881913526}",30,0,-98.29860668,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
560,FALSE,"{'a': 0.001, 'e': 0.8477858734952858}",20,10,11.14200279,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
561,FALSE,"{'a': 0.001, 'e': 0.8472551110134161}",20,10,-5.463227824,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
562,FALSE,"{'a': 0.001, 'e': 0.846723501276506}",25,0,-104.6051585,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
563,FALSE,"{'a': 0.001, 'e': 0.8461910448161652}",25,0,-14.55315379,"{0: 19, 1: 5, 2: 1, 3: 0, 4: 0}",0
564,FALSE,"{'a': 0.001, 'e': 0.8456577421648502}",30,12,-139.0477464,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 3}",1
565,FALSE,"{'a': 0.001, 'e': 0.8451235938558634}",20,0,-81.57759646,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
566,FALSE,"{'a': 0.001, 'e': 0.8445886004233532}",25,0,-155.3563088,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
567,FALSE,"{'a': 0.001, 'e': 0.844052762402313}",20,0,-121.9568744,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
568,FALSE,"{'a': 0.001, 'e': 0.8435160803285807}",20,0,-66.00968193,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
569,FALSE,"{'a': 0.001, 'e': 0.8429785547388383}",30,12,-112.1346556,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 2}",1
570,FALSE,"{'a': 0.001, 'e': 0.8424401861706114}",20,0,-102.0271317,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
571,FALSE,"{'a': 0.001, 'e': 0.8419009751622687}",30,10,-57.17593104,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
572,FALSE,"{'a': 0.001, 'e': 0.841360922253021}",30,5,-142.6007389,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",1
573,FALSE,"{'a': 0.001, 'e': 0.840820027982921}",20,8,-33.28291378,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
574,FALSE,"{'a': 0.001, 'e': 0.8402782928928632}",20,10,-59.93405725,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
575,FALSE,"{'a': 0.001, 'e': 0.8397357175245824}",20,0,-99.09053965,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
576,FALSE,"{'a': 0.001, 'e': 0.8391923024206541}",25,0,-106.4162558,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
577,FALSE,"{'a': 0.001, 'e': 0.8386480481244933}",25,0,-142.2398346,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
578,FALSE,"{'a': 0.001, 'e': 0.8381029551803544}",20,0,-133.3178883,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
579,FALSE,"{'a': 0.001, 'e': 0.8375570241333301}",30,0,-91.83393023,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
580,FALSE,"{'a': 0.001, 'e': 0.8370102555293514}",30,11,-57.49639536,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
581,FALSE,"{'a': 0.001, 'e': 0.8364626499151869}",25,0,-49.74331615,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
582,FALSE,"{'a': 0.001, 'e': 0.8359142078384423}",20,5,-41.20843731,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 0}",1
583,FALSE,"{'a': 0.001, 'e': 0.8353649298475595}",20,0,-48.72089429,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
584,FALSE,"{'a': 0.001, 'e': 0.8348148164918164}",20,0,-54.76418914,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
585,FALSE,"{'a': 0.001, 'e': 0.8342638683213264}",20,6,-98.67180101,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 2}",1
586,FALSE,"{'a': 0.001, 'e': 0.8337120858870376}",20,0,-88.3934192,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
587,FALSE,"{'a': 0.001, 'e': 0.8331594697407324}",20,0,-40.2321427,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
588,FALSE,"{'a': 0.001, 'e': 0.8326060204350269}",25,6,-102.4114635,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
589,FALSE,"{'a': 0.001, 'e': 0.8320517385233703}",20,0,-101.2741055,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
590,FALSE,"{'a': 0.001, 'e': 0.8314966245600446}",20,0,-45.41355813,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
591,FALSE,"{'a': 0.001, 'e': 0.8309406791001636}",30,0,-238.6616347,"{0: 13, 1: 4, 2: 9, 3: 1, 4: 3}",0
592,FALSE,"{'a': 0.001, 'e': 0.8303839026996727}",20,0,-80.2808926,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
593,FALSE,"{'a': 0.001, 'e': 0.8298262959153483}",30,0,-134.4667655,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 3}",0
594,FALSE,"{'a': 0.001, 'e': 0.8292678593047971}",20,0,-97.29035717,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
595,FALSE,"{'a': 0.001, 'e': 0.8287085934264558}",20,0,-122.861718,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
596,FALSE,"{'a': 0.001, 'e': 0.8281484988395901}",20,0,-128.6301537,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
597,FALSE,"{'a': 0.001, 'e': 0.8275875761042946}",20,10,-48.41303457,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
598,FALSE,"{'a': 0.001, 'e': 0.8270258257814919}",25,0,-119.0199995,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
599,FALSE,"{'a': 0.001, 'e': 0.8264632484329323}",25,9,-5.710434038,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
600,FALSE,"{'a': 0.001, 'e': 0.8258998446211931}",20,0,-12.48046689,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
601,FALSE,"{'a': 0.001, 'e': 0.8253356149096783}",30,0,-181.3318476,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
602,FALSE,"{'a': 0.001, 'e': 0.8247705598626173}",30,14,-6.040557586,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
603,FALSE,"{'a': 0.001, 'e': 0.8242046800450651}",20,0,-17.1952624,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
604,FALSE,"{'a': 0.001, 'e': 0.8236379760229016}",30,2,-40.45361415,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 1}",1
605,FALSE,"{'a': 0.001, 'e': 0.8230704483628307}",20,5,-15.67183023,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
606,FALSE,"{'a': 0.001, 'e': 0.82250209763238}",20,14,-75.58698342,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 2}",1
607,FALSE,"{'a': 0.001, 'e': 0.8219329243999002}",20,0,-72.328105,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
608,FALSE,"{'a': 0.001, 'e': 0.8213629292345646}",25,0,-37.36199223,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
609,FALSE,"{'a': 0.001, 'e': 0.8207921127063681}",30,0,-27.22394752,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
610,FALSE,"{'a': 0.001, 'e': 0.8202204753861273}",30,22,6.274089641,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
611,FALSE,"{'a': 0.001, 'e': 0.8196480178454795}",20,0,-112.3603752,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
612,FALSE,"{'a': 0.001, 'e': 0.8190747406568822}",20,0,-88.6826053,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
613,FALSE,"{'a': 0.001, 'e': 0.8185006443936125}",20,1,-16.20178716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
614,FALSE,"{'a': 0.001, 'e': 0.8179257296297665}",25,7,-36.7792009,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
615,FALSE,"{'a': 0.001, 'e': 0.8173499969402591}",25,7,0.402777271,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
616,FALSE,"{'a': 0.001, 'e': 0.8167734469008229}",35,15,-55.53558836,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
617,FALSE,"{'a': 0.001, 'e': 0.8161960800880078}",30,0,-106.0573581,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
618,FALSE,"{'a': 0.001, 'e': 0.8156178970791806}",20,1,-87.16418716,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 1}",1
619,FALSE,"{'a': 0.001, 'e': 0.8150388984525244}",25,17,-10.85547381,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
620,FALSE,"{'a': 0.001, 'e': 0.8144590847870377}",20,9,3.45366966,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
621,FALSE,"{'a': 0.001, 'e': 0.8138784566625339}",25,0,-100.8400993,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
622,FALSE,"{'a': 0.001, 'e': 0.8132970146596414}",20,0,-40.11769936,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
623,FALSE,"{'a': 0.001, 'e': 0.812714759359802}",25,2,-80.24950453,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 1}",1
624,FALSE,"{'a': 0.001, 'e': 0.812131691345271}",20,5,-17.39876356,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
625,FALSE,"{'a': 0.001, 'e': 0.8115478111991162}",20,0,-79.17690677,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
626,FALSE,"{'a': 0.001, 'e': 0.8109631195052179}",25,0,-41.78149408,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
627,FALSE,"{'a': 0.001, 'e': 0.8103776168482677}",30,8,12.60458199,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
628,FALSE,"{'a': 0.001, 'e': 0.8097913038137682}",20,16,8.787010816,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,FALSE,"{'a': 0.001, 'e': 0.8092041809880323}",30,0,-140.5618622,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
630,FALSE,"{'a': 0.001, 'e': 0.8086162489581828}",25,0,-225.081877,"{0: 13, 1: 0, 2: 8, 3: 0, 4: 4}",0
631,FALSE,"{'a': 0.001, 'e': 0.8080275083121519}",30,0,-107.5932815,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 2}",0
632,FALSE,"{'a': 0.001, 'e': 0.8074379596386799}",30,0,-117.4040931,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
633,FALSE,"{'a': 0.001, 'e': 0.8068476035273155}",30,6,-159.0566641,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 3}",1
634,FALSE,"{'a': 0.001, 'e': 0.806256440568415}",30,16,-24.76702609,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
635,FALSE,"{'a': 0.001, 'e': 0.805664471353141}",20,0,-25.39750434,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
636,FALSE,"{'a': 0.001, 'e': 0.8050716964734628}",30,14,10.00838374,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
637,FALSE,"{'a': 0.001, 'e': 0.8044781165221552}",20,4,-117.2086354,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 3}",1
638,FALSE,"{'a': 0.001, 'e': 0.8038837320927981}",25,16,-36.3244822,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
639,FALSE,"{'a': 0.001, 'e': 0.8032885437797759}",30,0,-73.93851615,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",1
640,FALSE,"{'a': 0.001, 'e': 0.802692552178277}",25,8,-14.86746774,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
641,FALSE,"{'a': 0.001, 'e': 0.8020957578842927}",25,13,-24.95208401,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
642,FALSE,"{'a': 0.001, 'e': 0.8014981614946173}",20,0,-138.7307017,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
643,FALSE,"{'a': 0.001, 'e': 0.8008997636068472}",25,8,-1.462342594,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
644,FALSE,"{'a': 0.001, 'e': 0.8003005648193803}",30,0,-254.9105705,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 5}",0
645,FALSE,"{'a': 0.001, 'e': 0.7997005657314152}",20,2,-98.61171703,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 1}",1
646,FALSE,"{'a': 0.001, 'e': 0.7990997669429512}",20,0,-39.43587852,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
647,FALSE,"{'a': 0.001, 'e': 0.7984981690547867}",20,0,-32.56887214,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
648,FALSE,"{'a': 0.001, 'e': 0.7978957726685196}",20,3,-37.01569083,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
649,FALSE,"{'a': 0.001, 'e': 0.7972925783865464}",20,0,-89.38024981,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
650,FALSE,"{'a': 0.001, 'e': 0.7966885868120613}",20,14,0.272165727,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
651,FALSE,"{'a': 0.001, 'e': 0.7960837985490558}",20,0,-269.3766263,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 6}",0
652,FALSE,"{'a': 0.001, 'e': 0.795478214202318}",25,0,-56.98896934,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
653,FALSE,"{'a': 0.001, 'e': 0.7948718343774324}",30,0,-104.8362562,"{0: 18, 1: 5, 2: 6, 3: 0, 4: 1}",0
654,FALSE,"{'a': 0.001, 'e': 0.7942646596807786}",35,25,14.14771895,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
655,FALSE,"{'a': 0.001, 'e': 0.7936566907195313}",30,13,-9.777873507,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
656,FALSE,"{'a': 0.001, 'e': 0.7930479281016595}",20,0,-94.34978012,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
657,FALSE,"{'a': 0.001, 'e': 0.7924383724359255}",20,14,5.430317123,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
658,FALSE,"{'a': 0.001, 'e': 0.7918280243318853}",25,7,-62.85552317,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
659,FALSE,"{'a': 0.001, 'e': 0.7912168843998867}",20,1,-18.27152027,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
660,FALSE,"{'a': 0.001, 'e': 0.7906049532510695}",25,0,-64.65962894,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
661,FALSE,"{'a': 0.001, 'e': 0.7899922314973651}",25,0,-139.8657451,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
662,FALSE,"{'a': 0.001, 'e': 0.789378719751495}",20,0,-181.4578095,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
663,FALSE,"{'a': 0.001, 'e': 0.7887644186269709}",20,5,-58.18656187,"{0: 8, 1: 0, 2: 7, 3: 0, 4: 0}",1
664,FALSE,"{'a': 0.001, 'e': 0.7881493287380938}",20,0,-50.66299267,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
665,FALSE,"{'a': 0.001, 'e': 0.7875334506999537}",25,11,-31.98982316,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
666,FALSE,"{'a': 0.001, 'e': 0.7869167851284287}",20,0,-133.420136,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
667,FALSE,"{'a': 0.001, 'e': 0.786299332640184}",25,0,-121.2735415,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
668,FALSE,"{'a': 0.001, 'e': 0.7856810938526722}",25,0,-90.44021362,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
669,FALSE,"{'a': 0.001, 'e': 0.785062069384132}",30,16,-17.26299912,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
670,FALSE,"{'a': 0.001, 'e': 0.7844422598535878}",30,0,-138.4938966,"{0: 20, 1: 5, 2: 2, 3: 0, 4: 3}",0
671,FALSE,"{'a': 0.001, 'e': 0.7838216658808492}",25,0,-79.68773488,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
672,FALSE,"{'a': 0.001, 'e': 0.7832002880865101}",25,0,-132.274554,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
673,FALSE,"{'a': 0.001, 'e': 0.7825781270919481}",20,0,-80.54189087,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
674,FALSE,"{'a': 0.001, 'e': 0.7819551835193241}",25,7,-64.53881472,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
675,FALSE,"{'a': 0.001, 'e': 0.781331457991582}",25,0,-107.1288795,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
676,FALSE,"{'a': 0.001, 'e': 0.7807069511324468}",20,5,-82.10913243,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 2}",1
677,FALSE,"{'a': 0.001, 'e': 0.7800816635664256}",25,0,-105.4926526,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
678,FALSE,"{'a': 0.001, 'e': 0.7794555959188059}",25,0,-145.2248029,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
679,FALSE,"{'a': 0.001, 'e': 0.7788287488156552}",20,0,-22.38650494,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
680,FALSE,"{'a': 0.001, 'e': 0.7782011228838206}",20,0,-79.78337521,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
681,FALSE,"{'a': 0.001, 'e': 0.7775727187509279}",20,0,-32.59875064,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
682,FALSE,"{'a': 0.001, 'e': 0.7769435370453813}",25,0,-50.74096324,"{0: 18, 1: 6, 2: 0, 3: 0, 4: 1}",0
683,FALSE,"{'a': 0.001, 'e': 0.7763135783963624}",25,19,9.384989571,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,FALSE,"{'a': 0.001, 'e': 0.7756828434338298}",25,0,-157.1461866,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
685,FALSE,"{'a': 0.001, 'e': 0.7750513327885183}",25,0,-118.1226133,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
686,FALSE,"{'a': 0.001, 'e': 0.7744190470919388}",20,0,-40.6061847,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
687,FALSE,"{'a': 0.001, 'e': 0.7737859869763766}",25,0,-92.52038482,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
688,FALSE,"{'a': 0.001, 'e': 0.7731521530748919}",20,0,-122.095831,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
689,FALSE,"{'a': 0.001, 'e': 0.7725175460213186}",30,6,-40.7020857,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 0}",1
690,FALSE,"{'a': 0.001, 'e': 0.7718821664502636}",35,2,-30.17723153,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 0}",1
691,FALSE,"{'a': 0.001, 'e': 0.7712460149971065}",20,0,-41.18732215,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
692,FALSE,"{'a': 0.001, 'e': 0.7706090922979988}",25,6,-62.86081208,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
693,FALSE,"{'a': 0.001, 'e': 0.7699713989898629}",35,14,-99.50951944,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 1}",1
694,FALSE,"{'a': 0.001, 'e': 0.7693329357103922}",30,0,-39.27207885,"{0: 20, 1: 6, 2: 4, 3: 0, 4: 0}",0
695,FALSE,"{'a': 0.001, 'e': 0.7686937030980499}",25,0,-94.22150729,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
696,FALSE,"{'a': 0.001, 'e': 0.7680537017920684}",20,0,-132.9778221,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
697,FALSE,"{'a': 0.001, 'e': 0.7674129324324493}",25,0,-13.4795095,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
698,FALSE,"{'a': 0.001, 'e': 0.7667713956599618}",25,0,-101.2901371,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
699,FALSE,"{'a': 0.001, 'e': 0.7661290921161423}",20,0,-118.4551274,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
700,FALSE,"{'a': 0.001, 'e': 0.7654860224432947}",25,0,-89.42955359,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
701,FALSE,"{'a': 0.001, 'e': 0.7648421872844884}",25,0,-65.92353848,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
702,FALSE,"{'a': 0.001, 'e': 0.7641975872835586}",20,0,-35.61217626,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
703,FALSE,"{'a': 0.001, 'e': 0.7635522230851051}",20,13,8.621034902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,FALSE,"{'a': 0.001, 'e': 0.7629060953344922}",25,0,-71.05488834,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
705,FALSE,"{'a': 0.001, 'e': 0.7622592046778476}",20,8,-2.892453304,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
706,FALSE,"{'a': 0.001, 'e': 0.7616115517620617}",20,6,-24.90122575,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
707,FALSE,"{'a': 0.001, 'e': 0.7609631372347876}",20,0,-169.4208953,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
708,FALSE,"{'a': 0.001, 'e': 0.7603139617444397}",25,0,-77.74642263,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
709,FALSE,"{'a': 0.001, 'e': 0.7596640259401933}",20,0,-58.15769585,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",1
710,FALSE,"{'a': 0.001, 'e': 0.7590133304719844}",30,16,14.29809662,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,FALSE,"{'a': 0.001, 'e': 0.7583618759905082}",25,0,-108.0890923,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
712,FALSE,"{'a': 0.001, 'e': 0.7577096631472192}",25,0,-72.15012086,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
713,FALSE,"{'a': 0.001, 'e': 0.7570566925943303}",30,15,-24.62515479,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
714,FALSE,"{'a': 0.001, 'e': 0.7564029649848117}",20,9,17.89547721,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,FALSE,"{'a': 0.001, 'e': 0.7557484809723913}",20,0,-108.2401206,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
716,FALSE,"{'a': 0.001, 'e': 0.7550932412115529}",20,9,-36.5299896,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
717,FALSE,"{'a': 0.001, 'e': 0.7544372463575362}",25,0,-77.99535939,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
718,FALSE,"{'a': 0.001, 'e': 0.753780497066336}",30,0,-62.6461647,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
719,FALSE,"{'a': 0.001, 'e': 0.7531229939947015}",30,6,-76.72813518,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 1}",1
720,FALSE,"{'a': 0.001, 'e': 0.7524647378001358}",25,11,-9.80949298,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
721,FALSE,"{'a': 0.001, 'e': 0.7518057291408949}",20,0,-65.76366838,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
